id_person_dim,surname,forename,person_title,person_role,alt_name,m_f
 1018,Vercoe,Lee,NULL,NULL,NULL,NULL
 1019,Mitchell,Dave,NULL,NULL,NULL,NULL
 1020,Malik,Joe,NULL,NULL,NULL,NULL
 1021,Forrest,Ian,NULL,NULL,NULL,NULL
 1022,Sheppard,Scott,NULL,NULL,NULL,NULL
 1023,Casey,Doug,NULL,NULL,NULL,NULL
 1024,Grimes,Bob,NULL,NULL,NULL,NULL
 1025,Shoemake,Bill,NULL,NULL,NULL,NULL
 1026,McGuigan,David,NULL,NULL,NULL,NULL
 1027,Addonizio,Gerard,NULL,NULL,NULL,NULL
 1028,Rothholtz,A.,NULL,NULL,NULL,NULL
 1029,Kwitter,H.,NULL,NULL,NULL,NULL
 1030,Bulin,A.,NULL,NULL,NULL,NULL
 1031,Segal,M.,NULL,NULL,NULL,NULL
 1032,Fisher,Johnny,NULL,NULL,NULL,NULL
 1033,Cwynar,Charles,NULL,NULL,NULL,NULL
 1035,Price,Rod,NULL,NULL,NULL,NULL
 1036,Rice,Bruce,NULL,NULL,NULL,NULL
 1037,Cross,John,NULL,NULL,NULL,NULL
 1038,Pozniak,Don,NULL,NULL,NULL,NULL
 1039,Curley,Robert,NULL,NULL,NULL,NULL
 1040,Skillman,Jon C.,Co-ordinator,NULL,NULL,NULL
 1041,Stade,Mike,NULL,NULL,NULL,NULL
 1042,Zoller,Russell,NULL,NULL,NULL,NULL
 1043,Flaherty,Maryellen,NULL,NULL,NULL,NULL
 1044,Schneider,Robert,NULL,NULL,NULL,NULL
 1045,Toivainen,William,NULL,NULL,NULL,NULL
 1046,Barth,Chris,NULL,NULL,NULL,NULL
 1047,Ruff,Lee A.,NULL,NULL,NULL,NULL
 1048,Zanas,Peter,NULL,NULL,NULL,NULL
 1049,Whitlock,Gary,NULL,NULL,NULL,NULL
 1050,Mireles,Ric,NULL,NULL,NULL,NULL
 1051,Payne,Ed,NULL,NULL,NULL,NULL
 1052,Hastings,Joseph,NULL,NULL,NULL,NULL
 1053,Baker,Bruce,NULL,NULL,NULL,NULL
 1054,Fawcett,John S.,Prof.,NULL,NULL,NULL
 1056,Caslor,Brad,NULL,NULL,NULL,NULL
 1057,Caudle,Alan,NULL,NULL,NULL,NULL
 1058,St. Clair,Leonard R.,Cpl.,NULL,NULL,NULL
 1059,Gramlich,Richard,NULL,NULL,NULL,NULL
 1060,Granatas,Bill,NULL,NULL,NULL,NULL
 1061,Williams,Joey,NULL,NULL,NULL,NULL
 1062,King,Dennis,NULL,NULL,NULL,NULL
 1063,Weidler,S. Alyne,NULL,NULL,NULL,NULL
 1064,Bluhm,Warren,NULL,NULL,NULL,NULL
 1065,Woods,Jim,NULL,NULL,NULL,NULL
 1067,Turner,\"Swifty\",R.A.,NULL,NULL,NULL
 1068,Gambino,George,NULL,NULL,NULL,NULL
 1069,Kramer,Kurt,NULL,NULL,NULL,NULL
 1070,Zeises,Harvey,NULL,NULL,NULL,NULL
 1071,Jessup,Chris,NULL,NULL,NULL,NULL
 1072,Katz,Larry,NULL,NULL,NULL,NULL
 1073,Dutka,Niels,NULL,NULL,NULL,NULL
 1074,Ross,Richard,NULL,NULL,NULL,NULL
 1075,Fenimore,Mike,NULL,NULL,NULL,NULL
 1076,Randall,Doug,NULL,NULL,NULL,NULL
 1077,Lax,Robert,NULL,NULL,NULL,NULL
 1078,Grinder,Kim,NULL,NULL,NULL,NULL
 1079,Schleicher,Janet,NULL,NULL,NULL,NULL
 1080,India Company,NULL,NULL,NULL,NULL,NULL
 1081,Ackerman,Lenny,NULL,NULL,NULL,NULL
 1082,Potter,Mike,NULL,NULL,NULL,NULL
 1083,Hogston,Jack,NULL,NULL,NULL,NULL
 1084,Hudson,Randy,NULL,NULL,NULL,NULL
 1085,Haendel,Richard,NULL,NULL,NULL,NULL
 1086,Weiss,Alan,NULL,NULL,NULL,NULL
 1087,Wood,Rick,NULL,NULL,NULL,NULL
 1088,NULL,Unsigned,NULL,NULL,NULL,NULL
 1089,Paul,George,NULL,NULL,NULL,NULL
 1090,Sarill,Bill,NULL,NULL,NULL,NULL
 1091,Brodsky,S.,NULL,NULL,NULL,NULL
 1092,Blake,Len,NULL,NULL,NULL,NULL
 1093,Gonzales,Anthony,NULL,NULL,NULL,NULL
 1094,Howard,Shirley,NULL,NULL,NULL,NULL
 1095,Fogel,Bruce,NULL,NULL,NULL,NULL
 1096,Moony,Jim,NULL,NULL,NULL,NULL
 1098,Thomas,Roy,NULL,NULL,NULL,NULL
 1099,Randall,Mike,NULL,NULL,NULL,NULL
 1100,McGuire,Rick,NULL,NULL,NULL,NULL
 1101,Smith,Scotty,NULL,NULL,NULL,NULL
 1102,Marcolongo,William J.,NULL,NULL,NULL,NULL
 1104,McIntosh,Harold,NULL,NULL,NULL,NULL
 1106,Jiminez,Cruz,NULL,NULL,NULL,NULL
 1107,Frazier,William,NULL,NULL,NULL,NULL
 1108,Foss,Ronn,NULL,NULL,NULL,NULL
 1109,Christiano,Gregory,NULL,NULL,NULL,NULL
 1110,Du Vall,Marlene,NULL,NULL,NULL,NULL
 1111,Crilly,Lawrence,NULL,NULL,NULL,NULL
 1112,Fitch,Harry,NULL,NULL,NULL,NULL
 1113,Murphres,Donald,NULL,NULL,NULL,NULL
 1114,Ross,Martin,NULL,NULL,NULL,NULL
 1115,Foster,Leon,NULL,NULL,NULL,NULL
 1116,Latham,Jonathan,NULL,NULL,NULL,NULL
 1118,Ward,Paul,NULL,NULL,NULL,NULL
 1119,Reynolds,Joseph,NULL,NULL,NULL,NULL
 1120,Crall,David,NULL,NULL,NULL,NULL
 1121,Schupp,Sandra,NULL,NULL,NULL,NULL
 1122,Miller,Craig,NULL,NULL,NULL,NULL
 1123,Reagle Jr.,G.,NULL,NULL,NULL,NULL
 1124,Koenigs,K.,NULL,NULL,NULL,NULL
 1126,Kracalik,Al,NULL,NULL,NULL,NULL
 1127,Riell,Dana,NULL,NULL,NULL,NULL
 1128,Davis,John,NULL,NULL,NULL,NULL
 1130,Townsend,Rita,NULL,NULL,NULL,NULL
 1131,Brewster,Jim,NULL,NULL,NULL,NULL
 1132,Bland,Marven,NULL,NULL,NULL,NULL
 1133,Grey,Rodney,NULL,NULL,NULL,NULL
 1134,Beatty,Harry,NULL,NULL,NULL,NULL
 1135,Nieves,Jose,NULL,NULL,NULL,NULL
 1136,Schillig,Frank,NULL,NULL,NULL,NULL
 1137,Rockyvich,Charles,NULL,NULL,NULL,NULL
 1138,Baganz,T.,NULL,NULL,NULL,NULL
 1139,Glover,Edward,NULL,NULL,NULL,NULL
 1140,Creeley,John,NULL,NULL,NULL,NULL
 1141,Liberatore,M.,NULL,NULL,NULL,NULL
 1142,Choate,Roger,NULL,NULL,NULL,NULL
 1143,Brownell,G. Lamont,NULL,NULL,NULL,NULL
 1144,Madden,M.,NULL,NULL,NULL,NULL
 1145,Williamson,Bob,NULL,NULL,NULL,NULL
 1146,Hoffman,Richard,NULL,NULL,NULL,NULL
 1147,Sequino,Billy,NULL,NULL,NULL,NULL
 1148,Wiehe,William,NULL,NULL,NULL,NULL
 1149,Breen,Kevin,NULL,NULL,NULL,NULL
 1150,Silver,Richard,NULL,NULL,NULL,NULL
 1151,Strasburg,Lewis,NULL,NULL,NULL,NULL
 1152,Fuller,Chris,NULL,NULL,NULL,NULL
 1153,Stephens,Dennis,NULL,NULL,NULL,NULL
 1154,Carr,Paul,NULL,NULL,NULL,NULL
 1155,Zielinski,Eugene,NULL,NULL,NULL,NULL
 1156,Peterson,Danny,NULL,NULL,NULL,NULL
 1157,Day,Dennis,NULL,NULL,NULL,NULL
 1159,Mammano,Charles,NULL,NULL,NULL,NULL
 1160,Stevenson,Robert,NULL,NULL,NULL,NULL
 1162,Bennett,Chris,NULL,NULL,NULL,NULL
 1163,Howard,S.,NULL,NULL,NULL,NULL
 1164,Jarvis,Don,NULL,NULL,NULL,NULL
 1165,Behrns,L.,NULL,NULL,NULL,NULL
 1166,Giannattasio,E.,NULL,NULL,NULL,NULL
 1167,Peters,Kenneth,NULL,NULL,NULL,NULL
 1168,Champagne,S.,NULL,NULL,NULL,NULL
 1169,Sisson,Mike,NULL,NULL,NULL,NULL
 1170,Vogel,Charles,NULL,NULL,NULL,NULL
 1171,Harrington,Stanley,NULL,NULL,NULL,NULL
 1173,Rudow,Barry,SP/4,NULL,NULL,NULL
 1174,Pavliga,Robert,NULL,NULL,NULL,NULL
 1175,Thu,Pham Thai,NULL,NULL,NULL,NULL
 1176,Hancer,Kevin,NULL,NULL,NULL,NULL
 1177,Gunn,Eileen,NULL,NULL,NULL,NULL
 1178,Landfert,Robbie,NULL,NULL,NULL,NULL
 1179,Sayre,Mike,NULL,NULL,NULL,NULL
 1180,Rhodavi,Douglas F.,A 1/C,NULL,NULL,NULL
 1181,Gordon,Steve,NULL,NULL,NULL,NULL
 1182,Flesch,Eric,NULL,NULL,NULL,NULL
 1183,Vedder,Brian,NULL,NULL,NULL,NULL
 1184,Murray,Howell,NULL,NULL,NULL,NULL
 1185,Warren,Debbie,NULL,NULL,NULL,NULL
 1191,Wood,Sam,NULL,NULL,NULL,NULL
 1192,Thurlow,Scott,NULL,NULL,NULL,NULL
 1193,Hurkey,Ray,NULL,NULL,NULL,NULL
 1194,Boes,Eddie,NULL,NULL,NULL,NULL
 1195,Balmer,Jim,NULL,NULL,NULL,NULL
 1196,Schmidt,Gary,NULL,NULL,NULL,NULL
 1197,Levin,Terry,NULL,NULL,NULL,NULL
 1198,Gaede,R.,NULL,NULL,NULL,NULL
 1199,Rowand,David,NULL,NULL,NULL,NULL
 1200,Behar,Michael,NULL,NULL,NULL,NULL
 1201,Jordan,Jeff,NULL,NULL,NULL,NULL
 1202,Frost,Clay,NULL,NULL,NULL,NULL
 1203,Silverberg,Ira,NULL,NULL,NULL,NULL
 1204,Butler,Bruce,NULL,NULL,NULL,NULL
 1205,Pedroni,Paul,NULL,NULL,NULL,NULL
 1206,Stern,Martin,NULL,NULL,NULL,NULL
 1207,Mitas,Matt,NULL,NULL,NULL,NULL
 1208,Butts,Robert,PFC,NULL,NULL,NULL
 1209,Eder,John,NULL,NULL,NULL,NULL
 1210,Irwin,John G.,NULL,NULL,NULL,NULL
 1211,Manoff,Larry,NULL,NULL,NULL,NULL
 1212,Crow,Greg,NULL,NULL,NULL,NULL
 1213,Rickman,Tommy,NULL,NULL,NULL,NULL
 1214,Parker,Peter,NULL,NULL,NULL,NULL
 1215,Gerberding,Roger,NULL,NULL,NULL,NULL
 1216,Crawley,Evan,NULL,NULL,NULL,NULL
 1217,Boyle,Dan,NULL,NULL,NULL,NULL
 1218,Scullion,Pratha,NULL,NULL,NULL,NULL
 1219,Yablonka,Jeff,NULL,NULL,NULL,NULL
 1220,Wolder,Burton,NULL,NULL,NULL,NULL
 1221,Neuman,Rick,NULL,NULL,NULL,NULL
 1222,Stewart,David,NULL,NULL,NULL,NULL
 1223,Mucha,Jeremy,NULL,NULL,NULL,NULL
 1224,Manfort,James,NULL,NULL,NULL,NULL
 1225,Hanson,Lee,NULL,NULL,NULL,NULL
 1226,Kusske,J.F.,NULL,NULL,NULL,NULL
 1227,Battery,York,NULL,NULL,NULL,NULL
 1229,Parker,Patrick,NULL,NULL,NULL,NULL
 1230,Sinclair,John,NULL,NULL,NULL,NULL
 1231,Schneider,Dave,NULL,NULL,NULL,NULL
 1232,West,Vernon,NULL,NULL,NULL,NULL
 1233,Corkerham,Sam,NULL,NULL,NULL,NULL
 1234,Nievwendaal,Herman,NULL,NULL,NULL,NULL
 1235,Winkler,Laura,NULL,NULL,NULL,NULL
 1236,Glotfelty,Rodney,NULL,NULL,NULL,NULL
 1237,Glover,Elaine,NULL,NULL,NULL,NULL
 1238,Swartz,Richard,NULL,NULL,NULL,NULL
 1239,Lintzenich,Pat,NULL,NULL,NULL,NULL
 1240,Smith,Dennis,NULL,NULL,NULL,NULL
 1241,Perper,David,NULL,NULL,NULL,NULL
 1242,Volbrecht,Richard,Jr.,NULL,NULL,NULL
 1243,Brown,Fred,NULL,NULL,NULL,NULL
 1245,Johnson,John,Sgt.,NULL,NULL,NULL
 1246,Anderson,Bill,NULL,NULL,NULL,NULL
 1247,Howe,Rick,NULL,NULL,NULL,NULL
 1248,Payton,Melvin,NULL,NULL,NULL,NULL
 1249,Church,Michael,NULL,NULL,NULL,NULL
 1251,The Flowerpower League,NULL,NULL,NULL,NULL,NULL
 1252,Malson,Micheal,NULL,NULL,NULL,NULL
 1253,Nave,Mike,NULL,NULL,NULL,NULL
 1254,Voorhies,Stephen,"RFO, QNS, KOF",NULL,NULL,NULL
 1255,Russo,Michael,NULL,NULL,NULL,NULL
 1256,Wright,Gord,NULL,NULL,NULL,NULL
 1257,Ohmes,Matt,NULL,NULL,NULL,NULL
 1258,Crais,Bobby,"RFO, KOF, QNS",NULL,NULL,NULL
 1259,Phillips,Buster,NULL,NULL,NULL,NULL
 1260,Moore,Dennis,NULL,NULL,NULL,NULL
 1261,Peckham,Terry,NULL,NULL,NULL,NULL
 1262,Clark,Todd,NULL,NULL,NULL,NULL
 1263,Albright,Norman,NULL,NULL,NULL,NULL
 1264,Wolfe,Joseph,"R.F.O., TTB, KOF",NULL,NULL,NULL
 1265,Prehoda,Tom,NULL,NULL,NULL,NULL
 1266,Sterling,Ralph,RFO,NULL,NULL,NULL
 1267,Dennard,Kenwood,NULL,NULL,NULL,NULL
 1268,Shields,Mitchell J.,NULL,NULL,NULL,NULL
 1269,Wheeler,Terry,NULL,NULL,NULL,NULL
 1270,McCloud,Robert,NULL,NULL,NULL,NULL
 1271,Owens,Jay,NULL,NULL,NULL,NULL
 1272,Hicks,James Scott,NULL,NULL,NULL,NULL
 1273,Gammill,Kerry,NULL,NULL,NULL,NULL
 1274,Weisert,Will,NULL,NULL,NULL,NULL
 1275,Wonch,Bruce,NULL,NULL,NULL,NULL
 1276,Hamilton,Scott,NULL,NULL,NULL,NULL
 1277,Kitchen,Cole,NULL,NULL,NULL,NULL
 1278,Hawkins,Jerry,NULL,NULL,NULL,NULL
 1279,Wayenburg,Jan,NULL,NULL,NULL,NULL
 1280,Klotz,Steve,NULL,NULL,NULL,NULL
 1281,Brosgol,Ben,NULL,NULL,NULL,NULL
 1282,Collins,Jeff,NULL,NULL,NULL,NULL
 1283,Chown,Jeff,NULL,NULL,NULL,NULL
 1284,Garner,Bruce,NULL,NULL,NULL,NULL
 1285,Sherman,Mitch,KOF,NULL,NULL,NULL
 1286,McHale,Julian,NULL,NULL,NULL,NULL
 1287,Sutliff,Robert,NULL,NULL,NULL,NULL
 1289,Beford,Pat,NULL,NULL,NULL,NULL
 1290,Christopher,Eddie,NULL,NULL,NULL,NULL
 1291,Palma,Gerold,NULL,NULL,NULL,NULL
 1292,Madigan,Brian,NULL,NULL,NULL,NULL
 1293,Bobhoff,Miriam,"R.F.O., K.O.F., C.O.A.M.H.",NULL,NULL,NULL
 1294,Foskey,Wayne,NULL,NULL,NULL,NULL
 1295,Blackcrow,Charles,NULL,NULL,NULL,NULL
 1296,Marks,Bennet,NULL,NULL,NULL,NULL
 1297,Brunson,Jon,NULL,NULL,NULL,NULL
 1298,Kerr,Bill,NULL,NULL,NULL,NULL
 1299,Ramsey,Brad,NULL,NULL,NULL,NULL
 1300,De Matteis,Marc,NULL,NULL,NULL,NULL
 1301,Hamilton,Chuck,NULL,NULL,NULL,NULL
 1302,Ho,Nelson,NULL,NULL,NULL,NULL
 1303,Baumann,John,NULL,NULL,NULL,NULL
 1304,Graff,Charles,NULL,NULL,NULL,NULL
 1305,Lomgbon,Sammy,NULL,NULL,NULL,NULL
 1306,Estep,NULL,SP/4,NULL,NULL,NULL
 1307,Dahmer,NULL,Sp/4,NULL,NULL,NULL
 1308,Matthews,Gordon,NULL,NULL,NULL,NULL
 1309,Games,Steve,NULL,NULL,NULL,NULL
 1310,Kochmanski,C.,NULL,NULL,NULL,NULL
 1311,Fromm,Mark,NULL,NULL,NULL,NULL
 1312,DeForrest,Steven E.,NULL,NULL,NULL,NULL
 1313,Kidd,Tommy,NULL,NULL,NULL,NULL
 1314,Bassi,Dennis,NULL,NULL,NULL,NULL
 1315,Bennett,Sam,NULL,NULL,NULL,NULL
 1317,Heitman,Kim,NULL,NULL,NULL,NULL
 1318,Van Sickle,Dirck L.,NULL,NULL,NULL,NULL
 1319,FitzGerald,Mike,NULL,NULL,NULL,NULL
 1320,Emmett,Robert E.,NULL,NULL,NULL,NULL
 1321,Drobnick,Mark A. H.,NULL,NULL,NULL,NULL
 1322,Laidig,Jean,NULL,NULL,NULL,NULL
 1323,Gayda,Ronald,NULL,NULL,NULL,NULL
 1324,Susko,Michael J.,Jr.,NULL,NULL,NULL
 1326,Houlihan,Brian,NULL,NULL,NULL,NULL
 1327,O\'Grady,John,NULL,NULL,NULL,NULL
 1328,Dewsnap,Don,NULL,NULL,NULL,NULL
 1329,Hill,Linda,NULL,NULL,NULL,NULL
 1330,Falcon,Greg,NULL,NULL,NULL,NULL
 1331,Bozarth,G. Richard,Cpl.,NULL,NULL,NULL
 1332,Collado,John,NULL,NULL,NULL,NULL
 1333,Orris,John,NULL,NULL,NULL,NULL
 1334,Sison,Robert,NULL,NULL,NULL,NULL
 1335,Lusk,Mike L.,NULL,NULL,NULL,NULL
 1336,Hickey,Frank,NULL,NULL,NULL,NULL
 1337,Tyler,J. Alan,NULL,NULL,NULL,NULL
 1338,Sekellick,Lisa,Mrs.,NULL,NULL,NULL
 1339,Wolf,Perry L.,NULL,NULL,NULL,NULL
 1340,Barrett,Dan,NULL,NULL,NULL,NULL
 1341,Reynolds,Stan,NULL,NULL,NULL,NULL
 1342,Richardson,Jay,NULL,NULL,NULL,NULL
 1343,Morgan,Jeffrey,NULL,NULL,NULL,NULL
 1344,Dlugonski,Dan,NULL,NULL,NULL,NULL
 1345,Boring,Paul,NULL,NULL,NULL,NULL
 1346,Asbrand,Bob,NULL,NULL,NULL,NULL
 1347,Schuppener,Randy,NULL,NULL,NULL,NULL
 1348,Boutillier,Lester,TTB,NULL,NULL,NULL
 1349,Kowalski,Robert,NULL,NULL,NULL,NULL
 1350,Conrad,Mike,NULL,NULL,NULL,NULL
 1351,Burhans,Dirk,NULL,NULL,NULL,NULL
 1352,Seidler,Tim,NULL,NULL,NULL,NULL
 1353,Hiatt,B.W.,NULL,NULL,NULL,NULL
 1354,Maloney,Neil,PMM,NULL,NULL,NULL
 1355,Hall,John,NULL,NULL,NULL,NULL
 1356,Haynesworth,James,NULL,NULL,NULL,NULL
 1357,Shratter,Eric,NULL,NULL,NULL,NULL
 1358,Czaplicki,Thomas,NULL,NULL,NULL,NULL
 1359,Maas,Bill,NULL,NULL,NULL,NULL
 1360,Kurtz,Bill,NULL,NULL,NULL,NULL
 1361,Ackerman,Kart,NULL,NULL,NULL,NULL
 1362,Parrella,Peter,"R.F.O., K.O.F., Q.N.S.",NULL,NULL,NULL
 1363,Marangi,Vito,Jr.,NULL,NULL,NULL
 1364,Sterne,Keith,NULL,NULL,NULL,NULL
 1365,Sykora,Joe,NULL,NULL,NULL,NULL
 1366,Kupperberg,Alan,P.M.M.,NULL,NULL,NULL
 1368,Lang,Michael,"K.O.F., R.F.O.",NULL,NULL,NULL
 1369,Moore,David,NULL,NULL,NULL,NULL
 1370,Beller,Danny,NULL,NULL,NULL,NULL
 1371,Schelly,Dave,NULL,NULL,NULL,NULL
 1372,Burns,Mark,NULL,NULL,NULL,NULL
 1373,Sawey,Bennett,NULL,NULL,NULL,NULL
 1374,De La Cruz,Henry,NULL,NULL,NULL,NULL
 1375,Turner,Wayne M.,NULL,NULL,NULL,NULL
 1376,Feuchtwanger,Daniel Gil,NULL,NULL,NULL,NULL
 1377,Fesselmeyer,William,NULL,NULL,NULL,NULL
 1378,Collins,Hobie Julius,NULL,NULL,NULL,NULL
 1379,Katten,Evan,NULL,NULL,NULL,NULL
 1380,Bake,Todd,NULL,NULL,NULL,NULL
 1382,Erkec,Sule Funda,NULL,NULL,NULL,NULL
 1383,Pennington,Phillip W.,NULL,NULL,NULL,NULL
 1384,Owens,Guy,NULL,NULL,NULL,NULL
 1385,Glassman,Larry,NULL,NULL,NULL,NULL
 1386,Anderson,Mark,NULL,NULL,NULL,NULL
 1388,Castellani,Bill,NULL,NULL,NULL,NULL
 1387,Dorobis,M.,NULL,NULL,NULL,NULL
 1389,Vigil,Ronald,NULL,NULL,NULL,NULL
 1391,Kangas,Art,Jr.,NULL,NULL,NULL
 1392,Oritz,Peter,NULL,NULL,NULL,NULL
 1393,McKeegan,Mike,NULL,NULL,NULL,NULL
 1394,Russell,M.,NULL,NULL,NULL,NULL
 1395,Turner,Danny,NULL,NULL,NULL,NULL
 1396,Freeth,F.C.,NULL,NULL,NULL,NULL
 1397,Martin,J.,NULL,NULL,NULL,NULL
 1398,Nielsen,W.,NULL,NULL,NULL,NULL
 1400,Perrin,S.,NULL,NULL,NULL,NULL
 1402,Fiegl,Dennis,NULL,NULL,NULL,NULL
 1403,Stanis,B.,NULL,NULL,NULL,NULL
 1404,Carrothers,B.,NULL,NULL,NULL,NULL
 1407,De Bruyn,R.,NULL,NULL,NULL,NULL
 1408,Eiler,Dan,NULL,NULL,NULL,NULL
 1409,Hall,Bill,NULL,NULL,NULL,NULL
 1410,Anderson,Daryl,NULL,NULL,NULL,NULL
 1411,Jacobs,Warren,NULL,NULL,NULL,NULL
 1412,Stock,Barbara,NULL,NULL,NULL,NULL
 1413,Carlson,Alan,NULL,NULL,NULL,NULL
 1414,Herbers,Melvin,NULL,NULL,NULL,NULL
 1415,Anzaldi,Sal,NULL,NULL,NULL,NULL
 1417,Bush,Rusty,NULL,NULL,NULL,NULL
 1418,Bush,Larry,NULL,NULL,NULL,NULL
 1419,Steinhill,H.,NULL,NULL,NULL,NULL
 1420,Moore,Cynthia,NULL,NULL,NULL,NULL
 1423,Starr,Angry Artie,NULL,NULL,NULL,NULL
 1424,Sher,H.,NULL,NULL,NULL,NULL
 1426,Smith,Dennis,NULL,NULL,NULL,NULL
 1427,Sanders,Buddy,NULL,NULL,NULL,NULL
 1428,Austin,Leroy,NULL,NULL,NULL,NULL
 1429,Touhey,Mike,NULL,NULL,NULL,NULL
 1432,Smith,Harold,NULL,NULL,NULL,NULL
 1433,Santiago,David,NULL,NULL,NULL,NULL
 1434,Stern,Steve,NULL,NULL,NULL,NULL
 1435,Sansing,Rob,NULL,NULL,NULL,NULL
 1436,Cohen,Lee,NULL,NULL,NULL,NULL
 1437,Love,G.B.,NULL,NULL,NULL,NULL
 1438,Barnhill,James,NULL,NULL,NULL,NULL
 1439,Berry,Larry,NULL,NULL,NULL,NULL
 1440,Rintz,Billy,NULL,NULL,NULL,NULL
 1441,Dagenais,Kurt,NULL,NULL,NULL,NULL
 1442,Paul,William,NULL,NULL,NULL,NULL
 1443,Dille,Betty,NULL,NULL,NULL,NULL
 1444,Storm,Johnny,NULL,NULL,NULL,NULL
 1445,Lancaster,David,NULL,NULL,NULL,NULL
 1446,Howard,Sherrman,NULL,NULL,NULL,NULL
 1447,Jones,Tommy,NULL,NULL,NULL,NULL
 1448,Newman,Dean,NULL,NULL,NULL,NULL
 1449,Cox,Marsha,NULL,NULL,NULL,NULL
 1450,Utley,Steve,NULL,NULL,NULL,NULL
 1452,Zeltzer,David,NULL,NULL,NULL,NULL
 1453,Chesney,Lanson,NULL,NULL,NULL,NULL
 1455,Glenn,Kenny,NULL,NULL,NULL,NULL
 1456,Echtinaw,Harold,Jr.,NULL,NULL,NULL
 1457,Ford,Robert,NULL,NULL,NULL,NULL
 1459,Weinstein,Paul,NULL,NULL,NULL,NULL
 1460,Orlicki,Wayne,NULL,NULL,NULL,NULL
 1461,Tuohey,Mike,NULL,NULL,NULL,NULL
 1463,Scheifer,Stewart,NULL,NULL,NULL,NULL
 1464,Haupton,Bill,NULL,NULL,NULL,NULL
 1465,Languth,David,NULL,NULL,NULL,NULL
 1466,Pontello,Jeffrey Roy,NULL,NULL,NULL,NULL
 1467,Savage,Mark,NULL,NULL,NULL,NULL
 1468,McCoy,Kathleen,NULL,NULL,NULL,NULL
 1469,Shoemaker,Joseph,NULL,NULL,NULL,NULL
 1473,Goldstein,Barry,NULL,NULL,NULL,NULL
 1474,Goff,Ronn,NULL,NULL,NULL,NULL
 1484,Martin,Michael \"Mickey\",NULL,NULL,NULL,NULL
 1485,Gibbons,Fred,NULL,NULL,NULL,NULL
 1486,Church,Ginger,NULL,NULL,NULL,NULL
 1487,Phillips,Ricky,NULL,NULL,NULL,NULL
 1488,Thomas,Roy,NULL,NULL,NULL,NULL
 1489,Kennedy,Bobby,NULL,NULL,NULL,NULL
 1490,Smith,Jerry,NULL,NULL,NULL,NULL
 1491,Garber,Clifford,NULL,NULL,NULL,NULL
 1492,Beck,Martha,NULL,NULL,NULL,NULL
 1494,Rice,Marya,NULL,NULL,NULL,NULL
 1495,Castora,Phil,NULL,NULL,NULL,NULL
 1496,DeAndrew,Bill,NULL,NULL,NULL,NULL
 1497,Kitchen,George,NULL,NULL,NULL,NULL
 1498,Smith,Gregg,NULL,NULL,NULL,NULL
 1499,Dietz,Tom,NULL,NULL,NULL,NULL
 1500,Singer,David,NULL,NULL,NULL,NULL
 1501,Warren,Harry,NULL,NULL,NULL,NULL
 1502,Markstein,Donald,NULL,NULL,NULL,NULL
 1503,Stuart,Sebastian,NULL,NULL,NULL,NULL
 1504,Moroz,Dury S.,NULL,NULL,NULL,NULL
 1505,Dovolas,Peter,NULL,NULL,NULL,NULL
 1506,Silverman,Harold,NULL,NULL,NULL,NULL
 1507,Ellis,Robert Allen,NULL,NULL,NULL,NULL
 1508,Tedor,Dick,NULL,NULL,NULL,NULL
 1509,Caldwell,Robert,NULL,NULL,NULL,NULL
 1510,Anderson,R.,Sgt.,NULL,NULL,NULL
 1511,Stough,Steve,NULL,NULL,NULL,NULL
 1512,Corda,Anthony,NULL,NULL,NULL,NULL
 1513,Wheeler,Alan,NULL,NULL,NULL,NULL
 1514,Evans,Sidney,NULL,NULL,NULL,NULL
 1515,Purninton,Robert,NULL,NULL,NULL,NULL
 1516,Wright,Berly,Mrs.,NULL,NULL,NULL
 1517,Wells,Curtis M.,NULL,NULL,NULL,NULL
 1518,Jackson,Martin,NULL,NULL,NULL,NULL
 1519,Stone,John,NULL,NULL,NULL,NULL
 1520,Malone,Eddie L.,Jr,NULL,NULL,NULL
 1521,O\'Conner,Rose,NULL,NULL,NULL,NULL
 1522,Shelby,Jo,Mrs.,NULL,NULL,NULL
 1523,Griffen,Steve,NULL,NULL,NULL,NULL
 1524,Gerber,Steve,NULL,NULL,NULL,NULL
 1525,Patterson,Herbert L.,NULL,NULL,NULL,NULL
 1526,Romanek,Fred,NULL,NULL,NULL,NULL
 1527,Smoke,Linda,NULL,NULL,NULL,NULL
 1528,Maupin,James,NULL,NULL,NULL,NULL
 1529,Anonymous,NULL,NULL,NULL,NULL,NULL
 1530,Shepard,Wayne,NULL,NULL,NULL,NULL
 1531,Grunwald,Mark,NULL,NULL,NULL,NULL
 1532,Spence,Karl,NULL,NULL,NULL,NULL
 1535,Shields,Kevin,NULL,NULL,NULL,NULL
 1536,Martin,George R.,NULL,NULL,NULL,NULL
 1537,Cafferata,Miike,NULL,NULL,NULL,NULL
 1538,Newton,Jerise,NULL,NULL,NULL,NULL
 1539,Wright,John,NULL,NULL,NULL,NULL
 1540,Wickstrom,Andy,NULL,NULL,NULL,NULL
 1541,Piccirillo,P.,Mrs.,NULL,NULL,NULL
 1542,Hanson,NULL,Mrs.,NULL,NULL,NULL
 1543,Austin,Dick,NULL,NULL,NULL,NULL
 1544,Scarborough,NULL,Mr,NULL,NULL,NULL
 1545,Brinkley,Bill,NULL,NULL,NULL,NULL
